post_id,post_text,rationale_count,annotator_1_label,annotator_1_target,annotator_2_label,annotator_2_target,annotator_3_label,annotator_3_target,label
21441395_gab,what is behind the treasonous uk govt actions mooslim oil money or jewish money,3,hatespeech,"Islam, Jewish",offensive,Islam,offensive,Jewish,offensive
1177504303822467072_twitter,whoeva told ya tha shit was easy they was lyin to ya 🚫,0,normal,,normal,,normal,,normal
1257376380385464320_twitter,thinking about the fact that neo nazi author gregory hood is actually an italian shithead called kevin deanna it marvelous,2,offensive,Caucasian,normal,,offensive,Other,offensive
1103834793383550976_twitter,beat odds never beat women lil wayne,0,normal,,normal,,normal,,normal
21777048_gab,we are not offended by the counter semitism if you are not outraged by what elite jews are doing to white countries you are not paying attention,2,offensive,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
12039698_gab,yes yes yes we have been suspicious for years how many conservative federal judges secretly take n-word dick up the asshole <number> days a week how many conservative reps senators secretly total pedo homos who has the video evidence of it that could ruin their careers,3,hatespeech,"African, Homosexual",hatespeech,"African, Homosexual",hatespeech,African,hatespeech
24512621_gab,now i know you are lying because the shit you are pulling here do not fly on that faggot ass website it has not for a long time,2,offensive,Homosexual,normal,,offensive,,offensive
1179084601236418560_twitter,i think it irresponsible to not recognize the rampant queer transphobia in the black community simply because it is a product of white supremacy bc at times black folks can really take it to another level,0,normal,,normal,,normal,,normal
1246693051885449216_twitter,ppl in this town strive to act ghetto bitch if u don ' t go back to ur <number> million house on top of haven,0,offensive,Other,normal,African,normal,Other,normal
1172264045283557377_twitter,pewdiepie has no spine and is at the very least nazi adjacent he definitely is part of the pipeline and that assessment still stands,0,hatespeech,Other,normal,Other,normal,,normal
16451937_gab,sweden gov judiciary is at war with it own people this is not a miscarriage of justice it is a deliberate policy to subjugate the swedish people under islam legitimise moslem rape of swedes either the swede go to war now or they are lost,2,normal,,hatespeech,Islam,hatespeech,"Other, Caucasian, Islam",hatespeech
1179035038530322432_twitter,<number> we all know how fear and security take over common sense civility objectivity trump seems to be afraid of everyone women democrats immigrants homeless people in turn they fear him to the point where threat of civil war or being executed for treason are believable,0,normal,,normal,,normal,,normal
27900902_gab,trump democrats do not care about the impact of uncontrolled migration on your communities your schools your hospitals your jobs and your safety democrats put illegal immigrants before they put american citizens,0,normal,Refugee,offensive,Refugee,normal,"Men, Women",normal
22691365_gab,california takes care of the illegal immigrants but there is no money for its own people,0,offensive,Refugee,normal,"Men, Women",normal,Refugee,normal
14392896_gab,fuck these moslem mongrels pity the average brit hang the rest,3,hatespeech,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
22816151_gab,if words have no effect in the uk i guess firebombing government buildings would not either nor firebombing moslem businesses it would be a shame if masked persons did it,3,hatespeech,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
21829203_gab,israel need some diversity then jews will be good at sports finally it will be their strength altright,2,offensive,Jewish,offensive,Jewish,normal,,offensive
10083092_gab,i am so sick of these blacks acting all ghetto like little kindergarteners throwing a fit with no manners they can not be any more obvious that they feel inferior and insecure and racist keep it up and you will keep getting treated the same you get what you put out,2,hatespeech,African,offensive,African,hatespeech,African,hatespeech
12724363_gab,you know what i roughly gather from them banning me for saying that i gather the hidden message that i am supposed to be fucking blacks and arabs jesus christ another time i was kicked off for saying i do not do crack it a ghetto drug,2,hatespeech,"African, Arab",hatespeech,"African, Arab, Christian",offensive,"African, Arab",hatespeech
1178894919731204096_twitter,if i see one more of you n-word say it cocktober,2,normal,African,hatespeech,African,hatespeech,African,hatespeech
22908376_gab,bingo hates americans hates our values hates our country and you civnat faggots pay his tuition,2,offensive,Homosexual,offensive,Homosexual,offensive,Homosexual,offensive
1001155_gab,às vezes eu esqueço que meu nome tem origem sandnigger,0,offensive,Arab,normal,,hatespeech,Arab,offensive
1179037594354507777_twitter,i learned when white ppl hate you they really hate yo fuckin guts 😂 😂,0,normal,,normal,,normal,,normal
1447535_gab,anti trump protesters set us flag alight during portland march so disgusting men and women risk there lifes fighting under this flag every day go fucking move to mexico or north korea if you do not like democracy or go to germany and get raped and then realise how fortunate you are,2,offensive,"Asian, Hispanic",hatespeech,Refugee,offensive,,offensive
1206552524716527617_twitter,it is awful to know that when innocent muslims are targeted in india nobody cares as if muslims r not human payback1971,2,offensive,Islam,normal,"Arab, Islam",offensive,,offensive
9468538_gab,not a single peep from racist n-word obama nor vapid cunt hillary nor heeb bernie fuck you,3,hatespeech,"African, Women, Jewish",hatespeech,African,hatespeech,"African, Jewish",hatespeech
1178707071895773185_twitter,2 k do not put out patch notes and you n-word got dial up internet so it ll be damn near <time> before we know what was changed,0,normal,African,normal,,normal,,normal
24968577_gab,both versions whether censored or not are still written by the fucking kikes to pussify gentiles the kike know that there no such thing as god they made him up,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
1211674388334043142_twitter,where is my ghetto hood king,2,normal,Other,offensive,African,offensive,Other,offensive
10472215_gab,i argued with him against sending troops and money to shithole africa he all kumbaya over saving africans from muzzies and thinks we have to do it i called bulshit,3,hatespeech,"Other, African",hatespeech,"African, Islam",hatespeech,African,hatespeech
25733215_gab,the u.k. government has published a ramadan helpline for our moslem friends who have problems going all day without food and need a bit of violence to cheer them up but no helpline for the <number> of british children raped by pakistani moslem men 🐷 🐷,0,normal,,offensive,Islam,hatespeech,Islam,normal
4473541_gab,sli mg is not a good place to put your pics they say your pics are never deleted well they lie i can not even upload any more f ing kike bitches,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,"Women, Jewish",hatespeech
1178675122682642433_twitter,white guy it a witch hunt white guy they are a lynch mob white guy in that country they throw faggots off of rooftops,0,normal,,normal,"Caucasian, Homosexual",offensive,Homosexual,normal
23930277_gab,<number> muslim paki filth <number> van job done,3,hatespeech,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
14477029_gab,game over kike suddenly you have amnesia i would say where we met and talked i do not want to broadcast it so you have dirt on me anyways identity very confirmed hoe,3,hatespeech,Jewish,hatespeech,Islam,hatespeech,Jewish,hatespeech
12178459_gab,you do not bible well either vox day if you did you would know faggots get fire and you would also know that jews are the enemy and you vox day are also guilty of idolatory you get the place of sulphur for your lies sorcery and schemes,2,offensive,Homosexual,offensive,"Homosexual, Jewish",hatespeech,"Homosexual, Jewish, Men, Women",offensive
23866657_gab,blubber lipped spear chucking jigaboo spook coon bison nostril velcro headed spaboolie n-word 🖕 🐒,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
22922973_gab,white brothers you want to fight alongside the white leftists if that all you need to call someone a brother you are going to be in trouble,2,offensive,"Caucasian, Other",normal,,offensive,,offensive
14509960_gab,trump is helping us wtf i love trump and his kike children now,3,hatespeech,Jewish,hatespeech,Jewish,offensive,Jewish,hatespeech
13256880_gab,i actually bring the average dance skill of white people down two notches,0,normal,Caucasian,normal,Caucasian,normal,Caucasian,normal
9162334_gab,check my post from a few days ago i have been watching the retard contest the us navy and airforce have been in for almost <number> years now with no let up,2,offensive,,offensive,Other,normal,,offensive
1179025932666847235_twitter,uh wow just checked their dates and wtf chungha rb on 3 rd oct and superm on 4 th oct are they going to kill all of the multifandom fans,0,normal,,normal,,normal,,normal
4565102_gab,bible christians need to stop quoting open anti christs like milo who cares what fucking faggots have to say and diseased dykes like rosie god damn them all to hell,3,offensive,"Women, Homosexual",hatespeech,Homosexual,hatespeech,Homosexual,hatespeech
1178662130163290112_twitter,i should have let an old man white man work on my car from the beginning instead of letting these n-word and spics play under my hood,3,hatespeech,African,hatespeech,"African, Hispanic",hatespeech,African,hatespeech
1179095879652970497_twitter,they really publicly hung a elephant for the record i do not think all white people are evil so please miss me with that shit,0,normal,,normal,,normal,,normal
1178554750809362432_twitter,charwe in full nehanda charwe nyakasikana born <number> — died <date> one of the major spiritual leaders of african resistance to white rule during the late 1 9 th century in what is now zimbabwe,0,normal,,normal,,normal,,normal
1261841488327081986_twitter,taking a poop is like being raped by your own bowels,0,offensive,,normal,,normal,Other,normal
25008928_gab,do not you just hate white privilege rednationrising,0,normal,Caucasian,normal,"Men, Women",normal,,normal
15521288_gab,n-word this was prolly just a refugee takin a piss that ain t potty trained and can not figure out how to hold his dick straight,2,offensive,African,hatespeech,"Arab, Islam, Men, Women, Refugee",hatespeech,"African, Refugee",hatespeech
14047514_gab,fuck muslim immigrants when the shit finally hits the fan the muslim immigrants will run from our country i bet you that,2,hatespeech,"Islam, Refugee",hatespeech,"Arab, Islam, Men, Women, Refugee",offensive,"Islam, Refugee",hatespeech
14873005_gab,i kike the idea of an uncensored social media app but why no iphone app why is not there more advertising there also needs to be something more unique about it other than free speech,0,normal,,hatespeech,Jewish,normal,,normal
21228524_gab,my dad has written my sister out of his inheritance because his words no daughter of mine is gonna be a mudshark and date a n-word burn the coal pay the toll i guess 🤷 ‍ ♂️,3,hatespeech,"African, Caucasian, Women",hatespeech,"Men, Minority, African",offensive,African,hatespeech
17024438_gab,a building full of kike vagina is a <number> <number> dream come true kill yourself my man,3,hatespeech,"Women, Jewish",hatespeech,Jewish,hatespeech,Jewish,hatespeech
23519250_gab,this is absolute bullshit it a psychological trick to attempt to show moslem supremacy these low iq shit skins have no balls are dickless assholes,2,offensive,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
8028903_gab,proud of president trump told <number> muslin nations we are partners in fight against radical islamic terrorism but usa not doing it alone,0,normal,,normal,,normal,,normal
1239983100802871299_twitter,i fucking hate you you used my emotions and shit and hurt me so badly 😭 💔,0,normal,Other,offensive,Other,normal,,normal
19757961_gab,seems as if you were right no more n-word or sandnigger bastards,2,hatespeech,"African, Arab",hatespeech,"African, Arab",offensive,"African, Arab, Islam",hatespeech
1227457017616502791_twitter,i fucking hate fags,2,hatespeech,Homosexual,hatespeech,Homosexual,hatespeech,Homosexual,hatespeech
1083850411235102722_twitter,"oh and that my party was "" ghetto and wack """,0,normal,,offensive,African,normal,,normal
1238620975404474368_twitter,one of my old hoes hit my phone and he really think he slick sir it ' been months 😒 im tryna link tho 😂 😂 😂,0,normal,Women,normal,,normal,Women,normal
21014848_gab,are you a kike you know making lists is a really kikey thing to do it is one big reason people hate kikes,2,hatespeech,Jewish,offensive,Jewish,hatespeech,Jewish,hatespeech
18772550_gab,anders breivik required <number> shots to kill <number> bernie bro at gop ball field fired <number> rounds <number> kills copenhagen moslem attack had <number> rounds fired with only one dead that was not the cartoonist target,0,normal,,normal,,normal,,normal
6824264_gab,more arabs have perished fighting among themselves than those in the war with israel and still goes on,2,offensive,Arab,normal,"Islam, Jewish",offensive,Arab,offensive
13653444_gab,regular morning joe contributor mark halperin is fascinated enough to tweet about the new iphone calculator that been out for weeks stay retarded libs,2,offensive,Other,offensive,Other,offensive,Other,offensive
9089900_gab,figuratively read up about the rino muslim apologist,0,normal,Islam,offensive,Islam,normal,Other,normal
25470749_gab,most of the violent muzzies are inbred retards with iq of <number>,3,offensive,Islam,hatespeech,Islam,offensive,Islam,offensive
20179103_gab,angry bald dyke,3,offensive,Homosexual,hatespeech,"Women, Homosexual",hatespeech,Homosexual,hatespeech
1172171170776584192_twitter,dzulo this n-word opened my fridge and found tonic water in there and said muli ndi chomwela koma tea mulibe,0,normal,,normal,"Men, African",normal,,normal
1117669628015255552_twitter,you put a ring on that bitch amp she a hoe still 🤣,2,offensive,Women,offensive,Women,offensive,,offensive
20973633_gab,jesus would never need a gun to kill you with the grids will suffice and he would never listen to coon tunes other than that cool dream hope it works out for ya,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
1179097779064442881_twitter,more and more i find myself professionally personally in spaces that are predominantly cis and straight with hobbies that i do not meet many queer people at more and more i am realizing how deeply over dating cishet men i am even as they pursue me,0,normal,,offensive,Homosexual,normal,"Men, Homosexual",normal
1118579093153382400_twitter,mmh alsterwasser grapefruit,0,normal,,normal,,normal,,normal
22986613_gab,fuck that n-word bitch,3,hatespeech,African,hatespeech,African,hatespeech,"Women, African",hatespeech
1082829400196825088_twitter,wiggins elbowed that n-word in the air and knocked him out instantly,0,normal,,normal,,normal,,normal
27988856_gab,ever wonder if there were no muslimes in the world um start with <number> still alive after <number> <number> sister in tower one 7 1 st floor friends in pentagon clearly muslimes are barbarians we need to do the same to mecca and medina,3,hatespeech,Islam,hatespeech,"Arab, Islam",hatespeech,Islam,hatespeech
14363928_gab,blacklivesmatter desperate to create their rfid chip black slave new world order where theyll ban cash and pay blacks with food only jews tell them they are the future just help us get rid of white people,2,offensive,"African, Jewish",offensive,"African, Caucasian, Jewish",hatespeech,"African, Jewish",offensive
23344825_gab,sorry middle east and country like syria problem is from islam kill the nonmuslim that includes people who live there that why it is not going to stop it western will not be there in those areas if there was no oil or care or even bring them to western,2,hatespeech,Islam,offensive,Islam,offensive,"Arab, Islam",offensive
1160538553861980160_twitter,need mo bitche lil b,0,normal,,normal,,normal,Women,normal
21637297_gab,i attack toxic faggots who give the dissident right a bad name my motive is to bullycide the larp right,2,hatespeech,Homosexual,hatespeech,,hatespeech,Homosexual,hatespeech
19897941_gab,flesh queers homos have more and higher spirits are tougher and more resilient than spirit queers xtians observed truth,0,normal,,hatespeech,Homosexual,normal,Homosexual,normal
16473339_gab,raping and murdering n-word recieve their reward from the honorable men of the town <number>,2,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
1212083874056069121_twitter,not to be a depressed bitch but im definitely not feeling new year eve 😪 😪,0,normal,,normal,Women,hatespeech,,normal
11103370_gab,anyone remotely interested in philosophical thought or accurate social commentary should follow this man on gab the fact that we have fat negresses on cnn telling the people what to think and not people like this is a goddamn crime,3,hatespeech,"Other, African, Women",offensive,"Women, African",hatespeech,African,hatespeech
3201658_gab,merry christmass to every one hope you have a blessed happy new year unless ur an anti american goat humpin moslem u can eat goat shit,3,hatespeech,Islam,hatespeech,Islam,hatespeech,Islam,hatespeech
25392304_gab,it is illegal for men and women over the age of <number> to have less than one missing tooth visible when smiling,0,normal,"Men, Women",normal,"Men, Women",normal,,normal
1178752360291520512_twitter,jerk ass n-word 😂 that bh roe was retarded,3,offensive,,offensive,Disability,offensive,Other,offensive
19466930_gab,refugees will always feel threatened here in the us until they reject terrorists turn in the monsters in their communities adopt and support american laws and our constitution in other words assimilate until then refugees will feel threatened and rightly so their choice,2,offensive,Refugee,offensive,Refugee,hatespeech,Refugee,offensive
1179071379183996929_twitter,they found the white bitch who killed the black guy in his own apartment guilty yea bitch you knew what you was doing ‼️,2,offensive,"Women, Caucasian",normal,,offensive,"Caucasian, Women",offensive
7478951_gab,i keep reading it as maricon means homosexual in spanish slang,0,normal,Homosexual,offensive,"Homosexual, Men",normal,Homosexual,normal
2764024_gab,it figures that instead of investigating saudi arabia influence on clinton they would go after the white christian country russophobes maga gabfam speakfreely trump,0,normal,,normal,"Arab, Caucasian, Christian",offensive,Arab,normal
5518959_gab,a legion of retarded monkeys with both hands full of shit screaming the world is flat that the future they plan,2,hatespeech,African,offensive,Other,hatespeech,African,hatespeech
20685573_gab,paul some jew or sandnigger is gonna buy gab just to purge you off of this platform so be careful,2,offensive,"Islam, Jewish",offensive,"Arab, Jewish",hatespeech,Arab,offensive
16909050_gab,someone please explain to this dunce what 3 dpd smuggies are and why i would include one in a quote of him beta orbiting some fat titted n-word loving brown e thot,3,hatespeech,"Women, African",hatespeech,"Other, African, Women",offensive,"Women, African",hatespeech
22217772_gab,a lawyer representing jordan salter <number> who was accused of bringing a knife to marjory stoneman douglas high school in parkland florida said he does not blame students for wanting to bring in weapons before you see the pic how many would bet it a niglet caught with a knife,3,hatespeech,African,hatespeech,African,hatespeech,"Men, African",hatespeech
17528127_gab,the golden sun kike shining like a new shekel in this big oven,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
18933424_gab,it may be that i am in california they are mostly wetback catholics disgusting hostile creatures no matter what god they pray to,3,hatespeech,Hispanic,offensive,Hispanic,hatespeech,Hispanic,hatespeech
8399062_gab,<number> <number> of the us population is homosexual that people who identify as homosexual you would be hard pressed to find any significant number of child molesters who identify as gay even if they do suck baby dick,0,offensive,Homosexual,normal,,hatespeech,Homosexual,offensive
23732267_gab,i challenge all jews on gab to discuss with me the false system of the jews if you have balls that is,2,offensive,Jewish,offensive,Jewish,hatespeech,Jewish,offensive
3065094_gab,french start backing marine for french president as she says she will stop islam take france out of eu poll lead jump,0,normal,Islam,normal,"Men, Women",offensive,,normal
14528716_gab,two years ago today <number> people were culturally enriched by a vibrant gang of moslem diversity in bataclan paris there will be many more of these anniversaries marked across europe in the future,0,normal,,normal,,normal,,normal
1178639561502707713_twitter,this happens a lot in the makeup beauty community gay men think that the women who have a problem with drag queens or with gay men using misogynistic slurs etc all must be str8 girls who do not know how the lgbt community works guess what dykes hate you too,0,normal,,normal,,normal,,normal
1091308231865946112_twitter,let ' talk abt fionn whitehead in dunkirk,0,normal,,normal,,normal,,normal
19566624_gab,as always translated versions have omitted verses to make islam look like a good ideology funny that it wasn t distributed in venezuela perhaps it known it will be used as toilet paper since there is a shortage,2,hatespeech,Islam,offensive,Islam,hatespeech,Islam,hatespeech
1181274861500538883_twitter,"one day we ' ll talk about how guys have normalized different forms of sexual harassment because "" they ' re not at the level of rape """,2,offensive,Women,normal,Men,offensive,Men,offensive
1177136962504929281_twitter,you retards do not even know what a t4 form is,2,offensive,,normal,,offensive,,offensive
25983525_gab,thorpe also reveals perhaps less consciously how many liberal jobs are dependent on an abundant flow of refugees – while giving detailed accounts of the refugee swag bag,0,normal,,offensive,Refugee,normal,Refugee,normal
1178528035395387395_twitter,most queer whites know the pain of social marginalization yet they marginalize queer people of color when it comes to dating,0,normal,,normal,,normal,,normal
10646117_gab,governor terry mcauliffe declared a state of emergency after sucking a dozen n-word cocks,3,hatespeech,African,offensive,African,hatespeech,African,hatespeech
11360637_gab,i am gonna guess that a disproportionate amount of pantifa street violence is being done by blacks and mystery meat shock troops the white pantifa traitors are with few exceptions soyboys and amateur porn starlets the left has always leveraged nagger impulsivity media complicity to their ends,0,normal,,offensive,African,hatespeech,"African, Caucasian, Men, Women",normal
22603479_gab,the sand n-word are the kinder mutti merkel could not be bothered to have her fur backed babies,2,hatespeech,"Arab, Islam",offensive,Arab,offensive,Arab,offensive
1144145594845282304_twitter,bored of the gay site gn,0,offensive,Homosexual,normal,Homosexual,normal,Homosexual,normal
25711501_gab,so according to kike shapiro <number> out of <number> dead and <number> injured being members of hamas justifies everything,3,offensive,Jewish,offensive,Jewish,offensive,Jewish,offensive
13017929_gab,when people believe violence is the answer you fix their stupidity by defending yourself forgive them for their stupidity but do not be a welcome mat for their abuse christ dealt with stupidity by confronting it,0,normal,,normal,,offensive,,normal
1179083240696635392_twitter,nothing gets me down more than my shit skin,0,normal,,normal,,normal,,normal
15613204_gab,just call the jews what they really are god suplanters,2,normal,,offensive,"Jewish, Men, Women",offensive,Jewish,offensive
7934523_gab,and president trump will not be bowing to a raghead either,2,hatespeech,"Arab, Islam",hatespeech,Islam,hatespeech,Arab,hatespeech
27658950_gab,the dnc their leaders schumer pelosi bernie elizabethwarren cuomo others talk about helping immigrants but never talk about helping americans democrats do not work for the benefit of usa its time to maga elect trump supporters reelecttrump2020 americafirst gabfam,0,normal,Refugee,offensive,Refugee,normal,Hispanic,normal
14330509_gab,the objective to compare the nra to terrorist organizations is for these reasons to justify the use of violence against nra members and to dehumanize gun owners and their families guncontrol nra,2,offensive,Other,offensive,Other,normal,Other,offensive
18994565_gab,yeah agreed totally different to genuine sub saharan refugees who are mainly christian,0,normal,,normal,African,normal,,normal
1178903927737049088_twitter,facetuning yourself and not the bitch next to you in the photograph is a fucking hate crime,2,normal,,offensive,Women,offensive,Women,offensive
1178734502627217408_twitter,isis taking control of a country is a bit like liam neeson being raped by tom hanks,0,normal,,normal,,normal,Islam,normal
1163444506102026241_twitter,feelings ain t mutual though women ain t shit,0,normal,,normal,,normal,,normal
21199755_gab,get a load of this faggot crying about some sjw cunt being trolled by wildgoose and pulling the collective guilt bullshit you sound like laura loomer still shedding tears over heather heyer bloated carcass,2,hatespeech,,offensive,"Homosexual, Women",hatespeech,Homosexual,hatespeech
1076286149310730240_twitter,dont believe these n-word they ' ll talk bad about a bitch then go be w them 🤦 🏾 ‍ ♀ ️ 😂,2,offensive,"African, Women",offensive,African,hatespeech,African,offensive
12334077_gab,trump saying we will support resettling refugees in their own region safe responsible and humanitarian approach yes un,0,normal,Refugee,normal,,normal,Refugee,normal
15286264_gab,does that fucking niggerfaggot of barry soetoro has nothing better to do than sabotage the efforts to save the west,3,hatespeech,"African, Homosexual",hatespeech,"African, Homosexual",hatespeech,African,hatespeech
1079383410366271488_twitter,bitch i wanna go home,2,offensive,Women,normal,,offensive,,offensive
15646177_gab,incredible how asians have been turning to shitlib ideologies they are traditionally bulwarks of confucian law order disgusting they should be executed,2,hatespeech,Asian,hatespeech,Asian,hatespeech,Asian,hatespeech
1179065063539462151_twitter,hold on waterparks gon have yung pinch for an opener a win for the n-word,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
7573319_gab,i guess they do not want people to be reminded of their democratic party history of slavery or the fact that their moslem overlords still own them today those who fail to learn from history are doomed to repeat it,0,hatespeech,Islam,normal,,normal,,normal
1179069426458644482_twitter,kevin gates make music for dykes and chubby n-word 🤷 🏽 ‍ ♂️,3,hatespeech,"African, Homosexual",offensive,"Other, Homosexual",hatespeech,"African, Homosexual",hatespeech
17638374_gab,if memory serves ashkenazi jews and east asians have higher average iqs,0,normal,,normal,"Asian, Jewish",normal,"Asian, Jewish",normal
26580731_gab,meanwhile an entire company gets shutdown for diversity training because two coons decided to loiter and then refuse police orders to disperse that called privilege and blacks have it,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
27654023_gab,muzzies should be kicked out of the usa these barbarian goathumpers and wifebeaters add nothing to american society send them back to the shithole they came here from they are her for the free stuff and have on intention of assimilating,2,hatespeech,"Arab, Islam, Men, Women",hatespeech,Islam,hatespeech,Islam,hatespeech
16567148_gab,i am presuming he means the standard left wing idiots lots of hypocritical women amongst them think maria ladenburger obviously you are against these fucking muhammedans,2,offensive,Other,hatespeech,"Arab, Islam",hatespeech,Islam,hatespeech
1092190675674849281_twitter,but they be hyping up other bitches tho believe me,0,normal,,normal,,normal,,normal
17849065_gab,yes because saying abortion is wrong and that we should keep life precious is the same as saying interracial coupling is the only way you mouth breathing retard you know how when you selectively breed dogs and the offspring ends up retarded and dying ya thats eugenics in a nutshell,0,hatespeech,Other,normal,,offensive,Other,hatespeech
17315138_gab,get the honky cat,3,offensive,Caucasian,hatespeech,Caucasian,offensive,Caucasian,offensive
8416696_gab,paula deen said n-word <number> years ago and is still catching heat for that honestly what bill said is not offensive to me heard the word my whole life but the double standard is ridiculous,2,hatespeech,African,normal,African,hatespeech,African,hatespeech
1179085028740853760_twitter,chimmy ching chong great wall,3,offensive,Asian,offensive,Asian,hatespeech,Asian,offensive
16941468_gab,pakistany child grooming gangs are rife in bradford keithley and leeds but police are too frightened to say anything is not it time to send the troops in and just shoot all the paki scum,3,hatespeech,"Other, Islam",hatespeech,Arab,hatespeech,Indian,hatespeech
1170735670240907270_twitter,im sweet and don ' t have the nature or guts to be rude bitchy prestige and sadly people take advantage of it,0,normal,,normal,,normal,Other,normal
4408054_gab,people of color is like lgbtq term that exists to try to make a coalition out of people who do not get along hispanics ethnically cleanse blacks asians are hurt by aa policies put in place for nams political lesbians hate trannies various do not trust bisexuals we can amplify these tensions,2,normal,,hatespeech,"Homosexual, African, Asian, Hispanic, Women",hatespeech,"Homosexual, African, Asian, Hispanic",hatespeech
1179065805121544192_twitter,juri was very passionate about things that mattered to her as she vehemently objected to kaien plan to kill all vampires declaring that not all vampires were bad and physically opposed him,0,normal,,normal,,normal,,normal
23824660_gab,a country so racist that blacks and browns are ignoring immigration laws to get here get bent theron,2,offensive,"African, Refugee",offensive,Refugee,hatespeech,African,offensive
25200066_gab,assmador can not go outside now that bad optics as for cantwell he probably got other things on his mind than what a sasquatch that pretends to be a n-word is doing,3,hatespeech,African,hatespeech,African,hatespeech,African,hatespeech
1174722884671082498_twitter,abaya is pride of muslim women restore abaya notification,0,normal,,normal,,normal,,normal
1179072913582034944_twitter,also yes i did bring a whole ass avacado to work and sliced it up because i am a decadent bitch,0,normal,,normal,,normal,,normal
1103794245121515520_twitter,don ' t play gay w me i ' ll really fuck you,2,offensive,Homosexual,offensive,,offensive,Homosexual,offensive
1178722465591283713_twitter,n-word at work said i look like a subway surfer,0,normal,,offensive,African,normal,,normal
11749763_gab,lots of us have been reading ds for chuckles even mischlingen he does some funny stuff at times if you mentally filter out kike this and kike that,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,"Other, Jewish",hatespeech
5413326_gab,low fi whiteskins worry about jew milo while he tells them white nationalism is wrong and bad and avoid it what is wrong with you whitesies people you have a red rubber ball on your nose and your brains are tough as steamed tilapia,2,hatespeech,Jewish,normal,"Men, Women",hatespeech,Caucasian,hatespeech
18805447_gab,and some kike loving people with degrees who are fucking delusional,3,offensive,Jewish,offensive,,offensive,Jewish,offensive
13826452_gab,you can take the n-word out of the ghetto send him to college for free to play football but not go to class then give him millions of dollars to play a sport for <number> months but you can not take the ghetto out of the n-word,2,offensive,African,hatespeech,African,hatespeech,"African, Other",hatespeech
8394773_gab,ye olde niggra tax makes us pay more for home car insurance police ambulance medical schools school resource officers school po po <happy> security entertainment we have to commute farther to work the niggra tax is endless in a perfect world muslims would blow up blacks <happy>,3,hatespeech,"African, Islam",hatespeech,African,hatespeech,African,hatespeech
1124724953398632448_twitter,this n-word nipsey really dead smh,2,normal,African,offensive,African,offensive,African,offensive
12152564_gab,antifa are retarded we could not have picked better enemies,2,offensive,,normal,,offensive,"Men, Women, Other",offensive
1162699205279965184_twitter,all these n-word my boyfriends but i ' m not their girlfriend that ' ghetto,0,normal,African,normal,,offensive,African,normal
1081955588282765313_twitter,made a joke to my gf about stealing fancy jewelry for my wife and she about lost her shit all her gay marbles,0,normal,,normal,Women,normal,,normal
25869663_gab,harry why not marry a mop with a fleshlight is going o be a lot cheaper than the divorce and the death is megan going to go off and fcuck a few muslimes,2,offensive,"Islam, Other",offensive,Islam,offensive,Islam,offensive
9013128_gab,anal nazi terrorisist idiots fighting all ﻿ just like the moisislem invasion ﻿,2,offensive,Islam,offensive,"Arab, Islam, Men, Women",offensive,"Caucasian, Islam, Refugee, Other",offensive
25743035_gab,jews have not and will never be white anybody who suggests otherwise is either a kike or a race traitor and deserves a gassing,3,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
1188543871350984705_twitter,hate when females try so hard to be n-word,0,normal,,normal,,normal,"Men, Women",normal
18184820_gab,i love n-word cock adolf hitler,3,hatespeech,African,hatespeech,"Men, African, Homosexual",hatespeech,African,hatespeech
1081534811490140160_twitter,white people are not real jews the holocuast was a hoax for the devils to spread and raise so they could conquer the world,3,offensive,"Caucasian, Jewish",hatespeech,"Caucasian, Jewish",hatespeech,Jewish,hatespeech
24760322_gab,the flag of the maga fags in all it glory it comes with n-word red shoes too,3,hatespeech,"African, Homosexual",hatespeech,"African, Homosexual",hatespeech,African,hatespeech
27385986_gab,i hate jews so fuckin much 😤,2,hatespeech,Jewish,hatespeech,Jewish,hatespeech,Jewish,hatespeech
2622285_gab,wish this neighborhood i live in wasn t overrun with wannabe thugs milling around on the street being annoying on purpose insects and immigrants from third world countries who immediately become depend on government distributions the only decent ones are the mexicans the rest do not contribute,2,offensive,"Refugee, Other",offensive,"African, Refugee",hatespeech,Refugee,offensive
23262144_gab,baked alaska is a retard who copied people all his life he is a parasite who attaches himself to popular ideas never came up with an original idea in his life,2,offensive,Men,hatespeech,Other,offensive,,offensive
